page,project,url,wikilink
COVID-19 pandemic in São Tomé and Príncipe,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,[[en:COVID-19 pandemic in São Tomé and Príncipe
Pandémie de Covid-19 à Sao Tomé-et-Principe,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_%C3%A0_Sao_Tom%C3%A9-et-Principe,[[fr:Pandémie de Covid-19 à Sao Tomé-et-Principe
상투메 프린시페의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%83%81%ED%88%AC%EB%A9%94_%ED%94%84%EB%A6%B0%EC%8B%9C%ED%8E%98%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:상투메 프린시페의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di São Tomé dan Príncipe,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_S%C3%A3o_Tom%C3%A9_dan_Pr%C3%ADncipe,[[ms:Pandemik COVID-19 di São Tomé dan Príncipe
Pandemia de COVID-19 em São Tomé e Príncipe,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_em_S%C3%A3o_Tom%C3%A9_e_Pr%C3%ADncipe,[[pt:Pandemia de COVID-19 em São Tomé e Príncipe
Коронавірусна хвороба 2019 на Сан-Томе і Принсіпі,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D0%BD%D0%B0_%D0%A1%D0%B0%D0%BD-%D0%A2%D0%BE%D0%BC%D0%B5_%D1%96_%D0%9F%D1%80%D0%B8%D0%BD%D1%81%D1%96%D0%BF%D1%96,[[uk:Коронавірусна хвороба 2019 на Сан-Томе і Принсіпі
San-Tome va Prinsipida COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/San-Tome_va_Prinsipida_COVID-19_pandemiyasi,[[uz:San-Tome va Prinsipida COVID-19 pandemiyasi
COVID-19 pandemic in Michigan,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Michigan,[[en:COVID-19 pandemic in Michigan
Pandemi koronavirus di Michigan,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Michigan,[[id:Pandemi koronavirus di Michigan
جائحة فيروس كورونا في موناكو 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%85%D9%88%D9%86%D8%A7%D9%83%D9%88_2020,[[ar:جائحة فيروس كورونا في موناكو 2020
Pandèmia per coronavirus de 2020 a Mònaco,ca.wikipedia,https://ca.wikipedia.org/wiki/Pand%C3%A8mia_per_coronavirus_de_2020_a_M%C3%B2naco,[[ca:Pandèmia per coronavirus de 2020 a Mònaco
COVID-19-Pandemie in Monaco,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Monaco,[[de:COVID-19-Pandemie in Monaco
COVID-19 pandemic in Monaco,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Monaco,[[en:COVID-19 pandemic in Monaco
Pandémie de Covid-19 à Monaco,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_%C3%A0_Monaco,[[fr:Pandémie de Covid-19 à Monaco
התפרצות נגיף הקורונה במונקו,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%9E%D7%95%D7%A0%D7%A7%D7%95,[[he:התפרצות נגיף הקורונה במונקו
Pandemik COVID-19 di Monaco,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Monaco,[[ms:Pandemik COVID-19 di Monaco
Pandemia COVID-19 w Monako,pl.wikipedia,https://pl.wikipedia.org/wiki/Pandemia_COVID-19_w_Monako,[[pl:Pandemia COVID-19 w Monako
Pandemia de COVID-19 em Mônaco,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_em_M%C3%B4naco,[[pt:Pandemia de COVID-19 em Mônaco
Распространение COVID-19 в Монако,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%9C%D0%BE%D0%BD%D0%B0%D0%BA%D0%BE,[[ru:Распространение COVID-19 в Монако
Коронавірусна хвороба 2019 у Монако,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%9C%D0%BE%D0%BD%D0%B0%D0%BA%D0%BE,[[uk:Коронавірусна хвороба 2019 у Монако
Monakoda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Monakoda_COVID-19_pandemiyasi,[[uz:Monakoda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Monaco,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Monaco,[[vi:Đại dịch COVID-19 tại Monaco
2019冠状病毒病摩纳哥疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%91%A9%E7%BA%B3%E5%93%A5%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病摩纳哥疫情
COVID-19-Pandemie in New York City,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_New_York_City,[[de:COVID-19-Pandemie in New York City
COVID-19 pandemic in New York City,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_New_York_City,[[en:COVID-19 pandemic in New York City
Pandemia di COVID-19 del 2020 a New York,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_a_New_York,[[it:Pandemia di COVID-19 del 2020 a New York
الاثنين الأسود (2020),ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AB%D9%86%D9%8A%D9%86_%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%AF_(2020),[[ar:الاثنين الأسود (2020)
Black Monday (2020),es.wikipedia,https://es.wikipedia.org/wiki/Black_Monday_(2020),[[es:Black Monday (2020)
دوشنبه سیاه (۲۰۲۰),fa.wikipedia,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B4%D9%86%D8%A8%D9%87_%D8%B3%DB%8C%D8%A7%D9%87_(%DB%B2%DB%B0%DB%B2%DB%B0),[[fa:دوشنبه سیاه (۲۰۲۰)
Senin Hitam (2020),id.wikipedia,https://id.wikipedia.org/wiki/Senin_Hitam_(2020),[[id:Senin Hitam (2020)
Isnin Hitam (2020),ms.wikipedia,https://ms.wikipedia.org/wiki/Isnin_Hitam_(2020),[[ms:Isnin Hitam (2020)
2020年黑色星期一 (3月9日),zh.wikipedia,https://zh.wikipedia.org/wiki/2020%E5%B9%B4%E9%BB%91%E8%89%B2%E6%98%9F%E6%9C%9F%E4%B8%80_(3%E6%9C%889%E6%97%A5),[[zh:2020年黑色星期一 (3月9日)
إجراءات التباعد الاجتماعي المتعلقة بجائحة كورونا,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA_%D8%A7%D9%84%D8%AA%D8%A8%D8%A7%D8%B9%D8%AF_%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A_%D8%A7%D9%84%D9%85%D8%AA%D8%B9%D9%84%D9%82%D8%A9_%D8%A8%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7,[[ar:إجراءات التباعد الاجتماعي المتعلقة بجائحة كورونا
Social distancing measures related to the COVID-19 pandemic,en.wikipedia,https://en.wikipedia.org/wiki/Social_distancing_measures_related_to_the_COVID-19_pandemic,[[en:Social distancing measures related to the COVID-19 pandemic
جائحة فيروس كورونا في سوريا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%B3%D9%88%D8%B1%D9%8A%D8%A7_2020,[[ar:جائحة فيروس كورونا في سوريا 2020
COVID-19-Pandemie in Syrien,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Syrien,[[de:COVID-19-Pandemie in Syrien
COVID-19 pandemic in Syria,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Syria,[[en:COVID-19 pandemic in Syria
시리아의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%8B%9C%EB%A6%AC%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:시리아의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Syria,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Syria,[[ms:Pandemik COVID-19 di Syria
ਸੀਰੀਆ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020,pa.wikipedia,https://pa.wikipedia.org/wiki/%E0%A8%B8%E0%A9%80%E0%A8%B0%E0%A9%80%E0%A8%86_%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A_%E0%A8%95%E0%A9%8B%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A8%BE%E0%A8%B5%E0%A8%BE%E0%A8%87%E0%A8%B0%E0%A8%B8_%E0%A8%AE%E0%A8%B9%E0%A8%BE%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A9%80_2020,[[pa:ਸੀਰੀਆ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020
Suriye'de COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Suriye%27de_COVID-19_pandemisi,[[tr:Suriye'de COVID-19 pandemisi
Suriyada COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Suriyada_COVID-19_pandemiyasi,[[uz:Suriyada COVID-19 pandemiyasi
Đại dịch COVID-19 tại Syria,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Syria,[[vi:Đại dịch COVID-19 tại Syria
Pandemia de enfermedad por coronavirus de 2020 en Maranhão,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Maranh%C3%A3o,[[es:Pandemia de enfermedad por coronavirus de 2020 en Maranhão
Pandemia de COVID-19 no estado do Maranhão,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_no_estado_do_Maranh%C3%A3o,[[pt:Pandemia de COVID-19 no estado do Maranhão
جائحة فيروس كورونا في قيرغيزستان 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%82%D9%8A%D8%B1%D8%BA%D9%8A%D8%B2%D8%B3%D8%AA%D8%A7%D9%86_2020,[[ar:جائحة فيروس كورونا في قيرغيزستان 2020
Qırğızıstanda koronavirus pandemiyası 2020,az.wikipedia,https://az.wikipedia.org/wiki/Q%C4%B1r%C4%9F%C4%B1z%C4%B1standa_koronavirus_pandemiyas%C4%B1_2020,[[az:Qırğızıstanda koronavirus pandemiyası 2020
COVID-19-Pandemie in Kirgisistan,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Kirgisistan,[[de:COVID-19-Pandemie in Kirgisistan
COVID-19 pandemic in Kyrgyzstan,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Kyrgyzstan,[[en:COVID-19 pandemic in Kyrgyzstan
Pandemia di COVID-19 del 2020 in Kirghizistan,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_in_Kirghizistan,[[it:Pandemia di COVID-19 del 2020 in Kirghizistan
키르기스스탄의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%ED%82%A4%EB%A5%B4%EA%B8%B0%EC%8A%A4%EC%8A%A4%ED%83%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:키르기스스탄의 코로나바이러스감염증-19 범유행
Кыргызстандагы COVID-19 пандемиясы,ky.wikipedia,https://ky.wikipedia.org/wiki/%D0%9A%D1%8B%D1%80%D0%B3%D1%8B%D0%B7%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D0%B3%D1%8B_COVID-19_%D0%BF%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F%D1%81%D1%8B,[[ky:Кыргызстандагы COVID-19 пандемиясы
Pandemia COVID-19 w Kirgistanie,pl.wikipedia,https://pl.wikipedia.org/wiki/Pandemia_COVID-19_w_Kirgistanie,[[pl:Pandemia COVID-19 w Kirgistanie
Pandemia de COVID-19 no Quirguistão,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_no_Quirguist%C3%A3o,[[pt:Pandemia de COVID-19 no Quirguistão
Распространение COVID-19 в Киргизии,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%9A%D0%B8%D1%80%D0%B3%D0%B8%D0%B7%D0%B8%D0%B8,[[ru:Распространение COVID-19 в Киргизии
Коронавірусна хвороба 2019 у Киргизстані,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%9A%D0%B8%D1%80%D0%B3%D0%B8%D0%B7%D1%81%D1%82%D0%B0%D0%BD%D1%96,[[uk:Коронавірусна хвороба 2019 у Киргизстані
Qirgʻizistonda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Qirg%CA%BBizistonda_COVID-19_pandemiyasi,[[uz:Qirgʻizistonda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Kyrgyzstan,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Kyrgyzstan,[[vi:Đại dịch COVID-19 tại Kyrgyzstan
Coronavirus Australia,en.wikipedia,https://en.wikipedia.org/wiki/Coronavirus_Australia,[[en:Coronavirus Australia
جائحة فيروس كورونا في ولاية واشنطن 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%88%D9%84%D8%A7%D9%8A%D8%A9_%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86_2020,[[ar:جائحة فيروس كورونا في ولاية واشنطن 2020
COVID-19 pandemic in Washington (state),en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Washington_(state),[[en:COVID-19 pandemic in Washington (state)
Pandemia de enfermedad por coronavirus de 2020 en Washington,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Washington,[[es:Pandemia de enfermedad por coronavirus de 2020 en Washington
Washington eyaletinde COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Washington_eyaletinde_COVID-19_pandemisi,[[tr:Washington eyaletinde COVID-19 pandemisi
2019冠状病毒病华盛顿州疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E5%8D%8E%E7%9B%9B%E9%A1%BF%E5%B7%9E%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病华盛顿州疫情
COVID-19-Pandemie in den Föderierten Staaten von Mikronesien,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_den_F%C3%B6derierten_Staaten_von_Mikronesien,[[de:COVID-19-Pandemie in den Föderierten Staaten von Mikronesien
2020 coronavirus pandemic in Micronesia,en.wikipedia,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Micronesia,[[en:2020 coronavirus pandemic in Micronesia
COVID-19 pandemic in Gujarat,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Gujarat,[[en:COVID-19 pandemic in Gujarat
ગુજરાતમાં કોવિડ-૧૯ રોગચાળો,gu.wikipedia,https://gu.wikipedia.org/wiki/%E0%AA%97%E0%AB%81%E0%AA%9C%E0%AA%B0%E0%AA%BE%E0%AA%A4%E0%AA%AE%E0%AA%BE%E0%AA%82_%E0%AA%95%E0%AB%8B%E0%AA%B5%E0%AA%BF%E0%AA%A1-%E0%AB%A7%E0%AB%AF_%E0%AA%B0%E0%AB%8B%E0%AA%97%E0%AA%9A%E0%AA%BE%E0%AA%B3%E0%AB%8B,[[gu:ગુજરાતમાં કોવિડ-૧૯ રોગચાળો
ഗുജറാത്തിലെ കൊറോണ വൈറസ് ബാധ 2020,ml.wikipedia,https://ml.wikipedia.org/wiki/%E0%B4%97%E0%B5%81%E0%B4%9C%E0%B4%B1%E0%B4%BE%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF%E0%B4%B2%E0%B5%86_%E0%B4%95%E0%B5%8A%E0%B4%B1%E0%B5%8B%E0%B4%A3_%E0%B4%B5%E0%B5%88%E0%B4%B1%E0%B4%B8%E0%B5%8D_%E0%B4%AC%E0%B4%BE%E0%B4%A7_2020,[[ml:ഗുജറാത്തിലെ കൊറോണ വൈറസ് ബാധ 2020
ਗੁਜਰਾਤ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020,pa.wikipedia,https://pa.wikipedia.org/wiki/%E0%A8%97%E0%A9%81%E0%A8%9C%E0%A8%B0%E0%A8%BE%E0%A8%A4_%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A_%E0%A8%95%E0%A9%8B%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A8%BE%E0%A8%B5%E0%A8%BE%E0%A8%87%E0%A8%B0%E0%A8%B8_%E0%A8%AE%E0%A8%B9%E0%A8%BE%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A9%80_2020,[[pa:ਗੁਜਰਾਤ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020
جائحة فيروس كورونا في الفلبين 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%A8%D9%8A%D9%86_2020,[[ar:جائحة فيروس كورونا في الفلبين 2020
COVID-19-Pandemie in den Philippinen,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_den_Philippinen,[[de:COVID-19-Pandemie in den Philippinen
COVID-19 pandemic in the Philippines,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_the_Philippines,[[en:COVID-19 pandemic in the Philippines
התפרצות נגיף הקורונה בפיליפינים,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%A4%D7%99%D7%9C%D7%99%D7%A4%D7%99%D7%A0%D7%99%D7%9D,[[he:התפרצות נגיף הקורונה בפיליפינים
Pandemi koronavirus di Filipina,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Filipina,[[id:Pandemi koronavirus di Filipina
Pandemia di COVID-19 del 2020 nelle Filippine,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_nelle_Filippine,[[it:Pandemia di COVID-19 del 2020 nelle Filippine
Pandhémi koronavirus 2019 ing Pilipina,jv.wikipedia,https://jv.wikipedia.org/wiki/Pandh%C3%A9mi_koronavirus_2019_ing_Pilipina,[[jv:Pandhémi koronavirus 2019 ing Pilipina
필리핀의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%ED%95%84%EB%A6%AC%ED%95%80%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:필리핀의 코로나바이러스감염증-19 범유행
Pandemi koronavirus 2019 di Filipina,min.wikipedia,https://min.wikipedia.org/wiki/Pandemi_koronavirus_2019_di_Filipina,[[min:Pandemi koronavirus 2019 di Filipina
Pandemik COVID-19 di Filipina,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Filipina,[[ms:Pandemik COVID-19 di Filipina
ਫਿਲੀਪੀਨਜ਼ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020,pa.wikipedia,https://pa.wikipedia.org/wiki/%E0%A8%AB%E0%A8%BF%E0%A8%B2%E0%A9%80%E0%A8%AA%E0%A9%80%E0%A8%A8%E0%A8%9C%E0%A8%BC_%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A_%E0%A8%95%E0%A9%8B%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A8%BE%E0%A8%B5%E0%A8%BE%E0%A8%87%E0%A8%B0%E0%A8%B8_%E0%A8%AE%E0%A8%B9%E0%A8%BE%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A9%80_2020,[[pa:ਫਿਲੀਪੀਨਜ਼ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020
Pandémi koronavirus 2019 di Pilipina,su.wikipedia,https://su.wikipedia.org/wiki/Pand%C3%A9mi_koronavirus_2019_di_Pilipina,[[su:Pandémi koronavirus 2019 di Pilipina
2020 பிலிப்பீன்சில் கொரோனாவைரசுத் தொற்று,ta.wikipedia,https://ta.wikipedia.org/wiki/2020_%E0%AE%AA%E0%AE%BF%E0%AE%B2%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%A9%E0%AF%8D%E0%AE%9A%E0%AE%BF%E0%AE%B2%E0%AF%8D_%E0%AE%95%E0%AF%8A%E0%AE%B0%E0%AF%8B%E0%AE%A9%E0%AE%BE%E0%AE%B5%E0%AF%88%E0%AE%B0%E0%AE%9A%E0%AF%81%E0%AE%A4%E0%AF%8D_%E0%AE%A4%E0%AF%8A%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81,[[ta:2020 பிலிப்பீன்சில் கொரோனாவைரசுத் தொற்று
Pandemya ng COVID-19 sa Pilipinas,tl.wikipedia,https://tl.wikipedia.org/wiki/Pandemya_ng_COVID-19_sa_Pilipinas,[[tl:Pandemya ng COVID-19 sa Pilipinas
Filippinda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Filippinda_COVID-19_pandemiyasi,[[uz:Filippinda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Philippines,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Philippines,[[vi:Đại dịch COVID-19 tại Philippines
武漢肺炎菲律賓疫情,zh-yue.wikipedia,https://zh-yue.wikipedia.org/wiki/%E6%AD%A6%E6%BC%A2%E8%82%BA%E7%82%8E%E8%8F%B2%E5%BE%8B%E8%B3%93%E7%96%AB%E6%83%85,[[zh-yue:武漢肺炎菲律賓疫情
2019冠狀病毒病菲律賓疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E8%8F%B2%E5%BE%8B%E8%B3%93%E7%96%AB%E6%83%85,[[zh:2019冠狀病毒病菲律賓疫情
جائحة فيروس كورونا في جزر أولاند 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%AC%D8%B2%D8%B1_%D8%A3%D9%88%D9%84%D8%A7%D9%86%D8%AF_2020,[[ar:جائحة فيروس كورونا في جزر أولاند 2020
COVID-19 pandemic in the Åland Islands,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_the_%C3%85land_Islands,[[en:COVID-19 pandemic in the Åland Islands
올란드 제도의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%98%AC%EB%9E%80%EB%93%9C_%EC%A0%9C%EB%8F%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:올란드 제도의 코로나바이러스감염증-19 범유행
Coronacrisis in Åland,nl.wikipedia,https://nl.wikipedia.org/wiki/Coronacrisis_in_%C3%85land,[[nl:Coronacrisis in Åland
